"","date","group","amount","salary_change"
"457",2010-09-30,"Foundation Doctor Year 2",2345.16,1.12981681443405
"458",2010-10-31,"Foundation Doctor Year 2",2344.58,1.10480560251147
"459",2010-11-30,"Foundation Doctor Year 2",2343.67,1.06556387346052
"460",2010-12-31,"Foundation Doctor Year 2",2343.17,1.04400248387208
"461",2011-01-31,"Foundation Doctor Year 2",2342.95,1.03451547245316
"462",2011-02-28,"Foundation Doctor Year 2",2344.84,1.11601752509746
"463",2011-03-31,"Foundation Doctor Year 2",2344.98,1.12205471418222
"464",2011-04-30,"Foundation Doctor Year 2",2329.85,0.469607065236135
"465",2011-05-31,"Foundation Doctor Year 2",2346.04,1.1677648601097
"466",2011-06-30,"Foundation Doctor Year 2",2344.47,1.100062096802
"467",2011-07-31,"Foundation Doctor Year 2",2345.15,1.12938558664229
"468",2011-08-31,"Foundation Doctor Year 2",2282.26,-1.58260599579121
"469",2011-09-30,"Foundation Doctor Year 2",2345.33,1.13714768689412
"470",2011-10-31,"Foundation Doctor Year 2",2341.9,0.989236554317455
"471",2011-11-30,"Foundation Doctor Year 2",2342.25,1.00432952702936
"472",2011-12-31,"Foundation Doctor Year 2",2324.64,0.244937385724628
"473",2012-01-31,"Foundation Doctor Year 2",2341.21,0.959481836685411
"474",2012-02-29,"Foundation Doctor Year 2",2342.8,1.02804705557664
"475",2012-03-31,"Foundation Doctor Year 2",2342.71,1.02416600545072
"476",2012-04-30,"Foundation Doctor Year 2",2334.72,0.679614999827499
"477",2012-05-31,"Foundation Doctor Year 2",2343.91,1.07591334046296
"478",2012-06-30,"Foundation Doctor Year 2",2342.85,1.03020319453548
"479",2012-07-31,"Foundation Doctor Year 2",2342.52,1.01597267740711
"480",2012-08-31,"Foundation Doctor Year 2",2336.88,0.772760202849556
"481",2012-09-30,"Foundation Doctor Year 2",2347.89,1.24754200158691
"482",2012-10-31,"Foundation Doctor Year 2",2343.86,1.07375720150413
"483",2012-11-30,"Foundation Doctor Year 2",2344.13,1.08540035188188
"484",2012-12-31,"Foundation Doctor Year 2",2333.34,0.62010556456343
"485",2013-01-31,"Foundation Doctor Year 2",2344.8,1.11429261393039
"486",2013-02-28,"Foundation Doctor Year 2",2342.95,1.03451547245316
"487",2013-03-31,"Foundation Doctor Year 2",2343.7,1.06685755683581
"488",2013-04-30,"Foundation Doctor Year 2",2339.09,0.868061544830446
"489",2013-05-31,"Foundation Doctor Year 2",2389.98,3.06257977714148
"490",2013-06-30,"Foundation Doctor Year 2",2367.51,2.09361092903716
"491",2013-07-31,"Foundation Doctor Year 2",2365.14,1.99140994238796
"492",2013-08-31,"Foundation Doctor Year 2",2256.12,-2.70983544347467
"493",2013-09-30,"Foundation Doctor Year 2",2364.06,1.94483734087694
"494",2013-10-31,"Foundation Doctor Year 2",2360.56,1.79390761375789
"495",2013-11-30,"Foundation Doctor Year 2",2361.49,1.83401179839237
"496",2013-12-31,"Foundation Doctor Year 2",2351.17,1.38898471728706
"497",2014-01-31,"Foundation Doctor Year 2",2359.83,1.76242798495877
"498",2014-02-28,"Foundation Doctor Year 2",2360.49,1.7908890192155
"499",2014-03-31,"Foundation Doctor Year 2",2359.21,1.73569186186911
"500",2014-04-30,"Foundation Doctor Year 2",2356.6,1.62314140821747
"501",2014-05-31,"Foundation Doctor Year 2",2360.28,1.78183323558837
"502",2014-06-30,"Foundation Doctor Year 2",2361.52,1.83530548176769
"503",2014-07-31,"Foundation Doctor Year 2",2361.6,1.83875530410183
"504",2014-08-31,"Foundation Doctor Year 2",2225.85,-4.01516196915859
"505",2014-09-30,"Foundation Doctor Year 2",2361.33,1.82711215372408
"506",2014-10-31,"Foundation Doctor Year 2",2361.95,1.85384827681373
"507",2014-11-30,"Foundation Doctor Year 2",2359.05,1.72879221720082
"508",2014-12-31,"Foundation Doctor Year 2",2356.02,1.59813019629489
"509",2015-01-31,"Foundation Doctor Year 2",2360.29,1.78226446338013
"510",2015-02-28,"Foundation Doctor Year 2",2360.61,1.79606375271674
"511",2015-03-31,"Foundation Doctor Year 2",2360.4,1.78700796908959
"512",2015-04-30,"Foundation Doctor Year 2",2359.81,1.76156552937523
"513",2015-05-31,"Foundation Doctor Year 2",2362.16,1.86290406044088
"514",2015-06-30,"Foundation Doctor Year 2",2363.27,1.91077034532721
"515",2015-07-31,"Foundation Doctor Year 2",2361.16,1.81978128126401
"516",2015-08-31,"Foundation Doctor Year 2",2247.69,-3.07336047193569
"517",2015-09-30,"Foundation Doctor Year 2",2367.21,2.08067409528409
"518",2015-10-31,"Foundation Doctor Year 2",2364.68,1.9715734639666
"519",2015-11-30,"Foundation Doctor Year 2",2362.78,1.88964018353056
"520",2015-12-31,"Foundation Doctor Year 2",2360.34,1.78442060233898
"521",2016-01-31,"Foundation Doctor Year 2",2354.71,1.54163935557319
"522",2016-02-29,"Foundation Doctor Year 2",2339.87,0.901697312588395
"523",2016-03-31,"Foundation Doctor Year 2",2333.7,0.63562976506709
"524",2016-04-30,"Foundation Doctor Year 2",2312.22,-0.29064753165213
"525",2016-05-31,"Foundation Doctor Year 2",2331.42,0.537309828543832
"526",2016-06-30,"Foundation Doctor Year 2",2365.62,2.01210887639286
"527",2016-07-31,"Foundation Doctor Year 2",2382.36,2.73398419981371
"528",2016-08-31,"Foundation Doctor Year 2",2325.09,0.264342636354232
"529",2016-09-30,"Foundation Doctor Year 2",2384.94,2.84524097009004
"530",2016-10-31,"Foundation Doctor Year 2",2384.74,2.83661641425465
"531",2016-11-30,"Foundation Doctor Year 2",2382.67,2.74735226135854
"532",2016-12-31,"Foundation Doctor Year 2",2378.09,2.54984993272847
"533",2017-01-31,"Foundation Doctor Year 2",2389.04,3.02204436471521
"534",2017-02-28,"Foundation Doctor Year 2",2391.58,3.13157622382447
"535",2017-03-31,"Foundation Doctor Year 2",2390.58,3.0884534446476
"536",2017-04-30,"Foundation Doctor Year 2",2406.56,3.77755545589402
"537",2017-05-31,"Foundation Doctor Year 2",2465.41,6.31533101045295
"538",2017-06-30,"Foundation Doctor Year 2",2441.58,5.28771518266809
"539",2017-07-31,"Foundation Doctor Year 2",2445.04,5.43691999862007
"540",2017-08-31,"Foundation Doctor Year 2",2474.6,6.71162935108841
"541",2017-09-30,"Foundation Doctor Year 2",2567.01,10.6966053748232
"542",2017-10-31,"Foundation Doctor Year 2",2565.27,10.6215717390554
"543",2017-11-30,"Foundation Doctor Year 2",2566.27,10.6646945182323
"544",2017-12-31,"Foundation Doctor Year 2",2553.57,10.117035222686
"545",2018-01-31,"Foundation Doctor Year 2",2566.72,10.6840997688619
"546",2018-02-28,"Foundation Doctor Year 2",2565.24,10.6202780556801
"547",2018-03-31,"Foundation Doctor Year 2",2565.73,10.6414082174768
"548",2018-04-30,"Foundation Doctor Year 2",2561.31,10.450805533515
"549",2018-05-31,"Foundation Doctor Year 2",2566.75,10.6853934522372
"550",2018-06-30,"Foundation Doctor Year 2",2567.45,10.715579397661
"551",2018-07-31,"Foundation Doctor Year 2",2565.69,10.6396833063097
"552",2018-08-31,"Foundation Doctor Year 2",2566.07,10.6560699623969
"553",2018-09-30,"Foundation Doctor Year 2",2568.68,10.7686204160486
"554",2018-10-31,"Foundation Doctor Year 2",2619.38,12.954945320316
"555",2018-11-30,"Foundation Doctor Year 2",2619.31,12.9519267257736
"556",2018-12-31,"Foundation Doctor Year 2",2610.21,12.5595094352641
"557",2019-01-31,"Foundation Doctor Year 2",2616.04,12.8109152378652
"558",2019-02-28,"Foundation Doctor Year 2",2617.13,12.857919067168
"559",2019-03-31,"Foundation Doctor Year 2",2618.8,12.9299341083934
"560",2019-04-30,"Foundation Doctor Year 2",2612.88,12.6746472556663
"561",2019-05-31,"Foundation Doctor Year 2",2617.17,12.8596439783351
"562",2019-06-30,"Foundation Doctor Year 2",2616,12.8091903266982
"563",2019-07-31,"Foundation Doctor Year 2",2612.57,12.6612791941215
"564",2019-08-31,"Foundation Doctor Year 2",2360.46,1.7895953358402
"565",2019-09-30,"Foundation Doctor Year 2",2808.64,21.1163625073309
"566",2019-10-31,"Foundation Doctor Year 2",2664.98,14.9213440507814
"567",2019-11-30,"Foundation Doctor Year 2",2664.89,14.9174630006555
"568",2019-12-31,"Foundation Doctor Year 2",2651.61,14.3447924931866
"569",2020-01-31,"Foundation Doctor Year 2",2663.85,14.8726153103115
"570",2020-02-29,"Foundation Doctor Year 2",2655.32,14.5047780039328
"571",2020-03-31,"Foundation Doctor Year 2",2664.21,14.8881395108152
"572",2020-04-30,"Foundation Doctor Year 2",2719.82,17.2861972608411
"573",2020-05-31,"Foundation Doctor Year 2",2717.68,17.1939145134026
"574",2020-06-30,"Foundation Doctor Year 2",2721.12,17.342256873771
"575",2020-07-31,"Foundation Doctor Year 2",2717.72,17.1956394245696
"576",2020-08-31,"Foundation Doctor Year 2",2488.88,7.32742263773416
"577",2020-09-30,"Foundation Doctor Year 2",2721.34,17.3517438851899
"578",2020-10-31,"Foundation Doctor Year 2",2719.58,17.2758477938386
"579",2020-11-30,"Foundation Doctor Year 2",2718.82,17.2430744816642
"580",2020-12-31,"Foundation Doctor Year 2",2710.13,16.8683375306172
"581",2021-01-31,"Foundation Doctor Year 2",2718.24,17.2180632697416
"582",2021-02-28,"Foundation Doctor Year 2",2716.77,17.1546727843516
"583",2021-03-31,"Foundation Doctor Year 2",2717.81,17.1995204746956
"584",2021-04-30,"Foundation Doctor Year 2",2758.37,18.9485803981095
"585",2021-05-31,"Foundation Doctor Year 2",2774.77,19.6557939766102
"586",2021-06-30,"Foundation Doctor Year 2",2774.16,19.6294890813123
"587",2021-07-31,"Foundation Doctor Year 2",2777.63,19.7791251250561
"588",2021-08-31,"Foundation Doctor Year 2",2592.05,11.7763997654121
"589",2021-09-30,"Foundation Doctor Year 2",2775.23,19.6756304550316
"590",2021-10-31,"Foundation Doctor Year 2",2774.42,19.6407010038983
"591",2021-11-30,"Foundation Doctor Year 2",2774.57,19.6471694207748
"592",2021-12-31,"Foundation Doctor Year 2",2771.51,19.5152137164936
"593",2009-09-30,"Foundation Doctor Year 1",1865.5,0
"594",2009-10-31,"Foundation Doctor Year 1",1860.87,-0.248190833556693
"595",2009-11-30,"Foundation Doctor Year 1",1860.49,-0.268560707585097
"596",2009-12-31,"Foundation Doctor Year 1",1856.33,-0.491557223264544
"597",2010-01-31,"Foundation Doctor Year 1",1861.34,-0.222996515679447
"598",2010-02-28,"Foundation Doctor Year 1",1858.83,-0.357544894130264
"599",2010-03-31,"Foundation Doctor Year 1",1860.58,-0.263736263736268
"600",2010-04-30,"Foundation Doctor Year 1",1859.77,-0.307156258375772
"601",2010-05-31,"Foundation Doctor Year 1",1900.42,1.87188421334763
"602",2010-06-30,"Foundation Doctor Year 1",1880.77,0.818547306352183
"603",2010-07-31,"Foundation Doctor Year 1",1879.64,0.757973733583495
"604",2010-08-31,"Foundation Doctor Year 1",1842.15,-1.25167515411417
"605",2010-09-30,"Foundation Doctor Year 1",1881.46,0.855534709193248
"606",2010-10-31,"Foundation Doctor Year 1",1875.73,0.548378450817476
"607",2010-11-30,"Foundation Doctor Year 1",1876.49,0.589118198874297
"608",2010-12-31,"Foundation Doctor Year 1",1876.42,0.58536585365854
"609",2011-01-31,"Foundation Doctor Year 1",1877.84,0.661484856606803
"610",2011-02-28,"Foundation Doctor Year 1",1874.77,0.496917716429911
"611",2011-03-31,"Foundation Doctor Year 1",1875.57,0.539801661752878
"612",2011-04-30,"Foundation Doctor Year 1",1877.27,0.630930045564191
"613",2011-05-31,"Foundation Doctor Year 1",1878.58,0.701152506030551
"614",2011-06-30,"Foundation Doctor Year 1",1878.61,0.702760653980161
"615",2011-07-31,"Foundation Doctor Year 1",1878.29,0.685607075850976
"616",2011-08-31,"Foundation Doctor Year 1",1885.67,1.08121147145538
"617",2011-09-30,"Foundation Doctor Year 1",1882.05,0.887161618868934
"618",2011-10-31,"Foundation Doctor Year 1",1877.72,0.655052264808364
"619",2011-11-30,"Foundation Doctor Year 1",1878.46,0.694719914232111
"620",2011-12-31,"Foundation Doctor Year 1",1876.58,0.593942642723127
"621",2012-01-31,"Foundation Doctor Year 1",1880.76,0.818011257035647
"622",2012-02-29,"Foundation Doctor Year 1",1877.66,0.651835968909144
"623",2012-03-31,"Foundation Doctor Year 1",1880.54,0.806218172071829
"624",2012-04-30,"Foundation Doctor Year 1",1869.51,0.214955775931385
"625",2012-05-31,"Foundation Doctor Year 1",1880.76,0.818011257035647
"626",2012-06-30,"Foundation Doctor Year 1",1878.11,0.675958188153305
"627",2012-07-31,"Foundation Doctor Year 1",1877.71,0.654516215491827
"628",2012-08-31,"Foundation Doctor Year 1",2047.11,9.73519163763066
"629",2012-09-30,"Foundation Doctor Year 1",1885.26,1.05923344947735
"630",2012-10-31,"Foundation Doctor Year 1",1879.92,0.772983114446533
"631",2012-11-30,"Foundation Doctor Year 1",1878.54,0.699008308764404
"632",2012-12-31,"Foundation Doctor Year 1",1878.4,0.691503618332892
"633",2013-01-31,"Foundation Doctor Year 1",1882.32,0.901634950415435
"634",2013-02-28,"Foundation Doctor Year 1",1878.23,0.682390779951757
"635",2013-03-31,"Foundation Doctor Year 1",1878.94,0.720450281425894
"636",2013-04-30,"Foundation Doctor Year 1",1875.04,0.511391047976412
"637",2013-05-31,"Foundation Doctor Year 1",1917.68,2.7971053336907
"638",2013-06-30,"Foundation Doctor Year 1",1897.74,1.72822299651568
"639",2013-07-31,"Foundation Doctor Year 1",1906.59,2.20262664165103
"640",2013-08-31,"Foundation Doctor Year 1",1950.06,4.5328330206379
"641",2013-09-30,"Foundation Doctor Year 1",1901.3,1.91905655320289
"642",2013-10-31,"Foundation Doctor Year 1",1895.61,1.61404449209327
"643",2013-11-30,"Foundation Doctor Year 1",1896.27,1.64942374698472
"644",2013-12-31,"Foundation Doctor Year 1",1891.65,1.40176896274458
"645",2014-01-31,"Foundation Doctor Year 1",1897.42,1.7110694183865
"646",2014-02-28,"Foundation Doctor Year 1",1895.28,1.59635486464755
"647",2014-03-31,"Foundation Doctor Year 1",1894.88,1.57491289198607
"648",2014-04-30,"Foundation Doctor Year 1",1893.32,1.49128919860627
"649",2014-05-31,"Foundation Doctor Year 1",1897.88,1.7357276869472
"650",2014-06-30,"Foundation Doctor Year 1",1894.94,1.57812918788529
"651",2014-07-31,"Foundation Doctor Year 1",1896.39,1.65585633878317
"652",2014-08-31,"Foundation Doctor Year 1",1930.35,3.47627981774323
"653",2014-09-30,"Foundation Doctor Year 1",1900.78,1.89118198874296
"654",2014-10-31,"Foundation Doctor Year 1",1897.36,1.70785312248726
"655",2014-11-30,"Foundation Doctor Year 1",1899.27,1.81023854194586
"656",2014-12-31,"Foundation Doctor Year 1",1894.16,1.53631734119539
"657",2015-01-31,"Foundation Doctor Year 1",1898.48,1.76789064593943
"658",2015-02-28,"Foundation Doctor Year 1",1896.74,1.67461806486197
"659",2015-03-31,"Foundation Doctor Year 1",1896.12,1.64138300723666
"660",2015-04-30,"Foundation Doctor Year 1",1897.34,1.70678102385419
"661",2015-05-31,"Foundation Doctor Year 1",1898.47,1.76735459662289
"662",2015-06-30,"Foundation Doctor Year 1",1897.53,1.7169659608684
"663",2015-07-31,"Foundation Doctor Year 1",1898.66,1.7775395336371
"664",2015-08-31,"Foundation Doctor Year 1",1929.59,3.43554006968641
"665",2015-09-30,"Foundation Doctor Year 1",1898.68,1.77861163227017
"666",2015-10-31,"Foundation Doctor Year 1",1897.18,1.6982042347896
"667",2015-11-30,"Foundation Doctor Year 1",1895.95,1.63227016885554
"668",2015-12-31,"Foundation Doctor Year 1",1895.14,1.58885017421603
"669",2016-01-31,"Foundation Doctor Year 1",1887.9,1.20075046904316
"670",2016-02-29,"Foundation Doctor Year 1",1863.2,-0.123291342803535
"671",2016-03-31,"Foundation Doctor Year 1",1861.65,-0.206378986866787
"672",2016-04-30,"Foundation Doctor Year 1",1850.82,-0.786920396676498
"673",2016-05-31,"Foundation Doctor Year 1",1872.17,0.357544894130264
"674",2016-06-30,"Foundation Doctor Year 1",1899.63,1.8295363173412
"675",2016-07-31,"Foundation Doctor Year 1",1916.05,2.70972929509515
"676",2016-08-31,"Foundation Doctor Year 1",1941.06,4.05038863575449
"677",2016-09-30,"Foundation Doctor Year 1",1918.67,2.85017421602788
"678",2016-10-31,"Foundation Doctor Year 1",1914.48,2.62556955239882
"679",2016-11-30,"Foundation Doctor Year 1",1919.02,2.86893594210667
"680",2016-12-31,"Foundation Doctor Year 1",2111.86,13.2061109622085
"681",2017-01-31,"Foundation Doctor Year 1",2182.83,17.0104529616725
"682",2017-02-28,"Foundation Doctor Year 1",2183.77,17.060841597427
"683",2017-03-31,"Foundation Doctor Year 1",2185.74,17.1664433127848
"684",2017-04-30,"Foundation Doctor Year 1",2179.44,16.8287322433664
"685",2017-05-31,"Foundation Doctor Year 1",2232.83,19.6906995443581
"686",2017-06-30,"Foundation Doctor Year 1",2207.43,18.3291342803538
"687",2017-07-31,"Foundation Doctor Year 1",2205.47,18.2240686143125
"688",2017-08-31,"Foundation Doctor Year 1",2241.43,20.15170195658
"689",2017-09-30,"Foundation Doctor Year 1",2217.42,18.8646475475744
"690",2017-10-31,"Foundation Doctor Year 1",2217.09,18.8469579201287
"691",2017-11-30,"Foundation Doctor Year 1",2221.46,19.0812114714554
"692",2017-12-31,"Foundation Doctor Year 1",2209.49,18.4395604395604
"693",2018-01-31,"Foundation Doctor Year 1",2218.31,18.9123559367462
"694",2018-02-28,"Foundation Doctor Year 1",2216.44,18.8121147145537
"695",2018-03-31,"Foundation Doctor Year 1",2218.85,18.9413025998392
"696",2018-04-30,"Foundation Doctor Year 1",2214.78,18.7231305280086
"697",2018-05-31,"Foundation Doctor Year 1",2218.08,18.9000268024658
"698",2018-06-30,"Foundation Doctor Year 1",2218.28,18.9107477887966
"699",2018-07-31,"Foundation Doctor Year 1",2219,18.9493433395872
"700",2018-08-31,"Foundation Doctor Year 1",2355.24,26.252479228089
"701",2018-09-30,"Foundation Doctor Year 1",2222.42,19.1326722058429
"702",2018-10-31,"Foundation Doctor Year 1",2265.21,21.4264272313053
"703",2018-11-30,"Foundation Doctor Year 1",2265.78,21.4569820423479
"704",2018-12-31,"Foundation Doctor Year 1",2259.75,21.133744304476
"705",2019-01-31,"Foundation Doctor Year 1",2263.94,21.3583489681051
"706",2019-02-28,"Foundation Doctor Year 1",2263.36,21.3272581077459
"707",2019-03-31,"Foundation Doctor Year 1",2262.36,21.2736531760922
"708",2019-04-30,"Foundation Doctor Year 1",2260.82,21.1911015813455
"709",2019-05-31,"Foundation Doctor Year 1",2263.83,21.3524524256232
"710",2019-06-30,"Foundation Doctor Year 1",2265.41,21.437148217636
"711",2019-07-31,"Foundation Doctor Year 1",2262.98,21.3068882337175
"712",2019-08-31,"Foundation Doctor Year 1",1998.29,7.11819887429643
"713",2019-09-30,"Foundation Doctor Year 1",2353.92,26.1817207183061
"714",2019-10-31,"Foundation Doctor Year 1",2307.74,23.7062449745376
"715",2019-11-30,"Foundation Doctor Year 1",2306.42,23.6354864647548
"716",2019-12-31,"Foundation Doctor Year 1",2298.22,23.1959260251943
"717",2020-01-31,"Foundation Doctor Year 1",2306.09,23.617796837309
"718",2020-02-29,"Foundation Doctor Year 1",2308.31,23.7367997855803
"719",2020-03-31,"Foundation Doctor Year 1",2306.79,23.6553202894666
"720",2020-04-30,"Foundation Doctor Year 1",2336.01,25.2216563923881
"721",2020-05-31,"Foundation Doctor Year 1",2358.3,26.4165103189494
"722",2020-06-30,"Foundation Doctor Year 1",2359.49,26.4803001876172
"723",2020-07-31,"Foundation Doctor Year 1",2326.61,24.7177700348432
"724",2020-08-31,"Foundation Doctor Year 1",2211.79,18.562851782364
"725",2020-09-30,"Foundation Doctor Year 1",2355.37,26.259447869204
"726",2020-10-31,"Foundation Doctor Year 1",2353.88,26.1795765210399
"727",2020-11-30,"Foundation Doctor Year 1",2351.73,26.0643259179845
"728",2020-12-31,"Foundation Doctor Year 1",2348.05,25.8670597694988
"729",2021-01-31,"Foundation Doctor Year 1",2351.66,26.0605735727687
"730",2021-02-28,"Foundation Doctor Year 1",2354.33,26.2036987402841
"731",2021-03-31,"Foundation Doctor Year 1",2351.54,26.0541409809702
"732",2021-04-30,"Foundation Doctor Year 1",2385.78,27.8895738407934
"733",2021-05-31,"Foundation Doctor Year 1",2399.42,28.62074510855
"734",2021-06-30,"Foundation Doctor Year 1",2398,28.5446261056017
"735",2021-07-31,"Foundation Doctor Year 1",2396.49,28.4636826588046
"736",2021-08-31,"Foundation Doctor Year 1",2276.83,22.0493165371214
"737",2021-09-30,"Foundation Doctor Year 1",2400.24,28.664701152506
"738",2021-10-31,"Foundation Doctor Year 1",2390.95,28.166711337443
"739",2021-11-30,"Foundation Doctor Year 1",2399.59,28.6298579469311
"740",2021-12-31,"Foundation Doctor Year 1",2401.12,28.7118734923613
