"","date","group","amount","salary_change","cpih","cpih_change","diff","cumulative_income_lost","cpih_matched_salary"
"1",2009-09-30,"Consultant",7267.16,0,0,0,0,0,7267.16
"2",2009-10-31,"Consultant",7262.64,-0.0621976122721879,0.100000000000009,0.100000000000009,-0.162197612272196,5.97340531377528,7274.42716
"3",2009-11-30,"Consultant",7264.02,-0.0432080757820031,0.299999999999997,0.199999999999989,-0.343208075782,18.6130546580968,7288.97601432
"4",2009-12-31,"Consultant",7256.37,-0.148476158499331,0.600000000000009,0.300000000000011,-0.748476158499339,46.1778960869029,7310.84294236296
"5",2010-01-31,"Consultant",7254.18,-0.178611727277225,0.5,-0.100000000000009,-0.678611727277225,71.169773839735,7303.5320994206
"6",2010-02-28,"Consultant",7268.91,0.0240809339549425,0.700000000000003,0.200000000000003,-0.67591906604506,96.0624864033446,7318.13916361944
"7",2010-03-31,"Consultant",7264.48,-0.0368782302852874,1.10000000000001,0.400000000000006,-1.1368782302853,137.931379334426,7347.41172027392
"8",2010-04-30,"Consultant",7276.17,0.123982408533736,1.60000000000001,0.5,-1.47601759146627,192.290079197986,7384.14877887529
"9",2010-05-31,"Consultant",7276.16,0.123844803196847,1.8,0.199999999999989,-1.67615519680315,254.019436486511,7398.91707643304
"10",2010-06-30,"Consultant",7279.42,0.168704143021486,1.90000000000001,0.100000000000009,-1.73129585697852,317.779511168975,7406.31599350947
"11",2010-07-31,"Consultant",7279.29,0.166915273641974,1.7,-0.200000000000003,-1.53308472635803,374.239876538142,7391.50336152245
"12",2010-08-31,"Consultant",7273.42,0.0861409408902545,2.10000000000001,0.400000000000006,-2.01385905910975,448.406174280509,7421.06937496854
"13",2010-09-30,"Consultant",7274.81,0.105268082717328,2.10000000000001,0,-1.99473191728268,521.868058628458,7421.06937496854
"14",2010-10-31,"Consultant",7279.18,0.16540161493624,2.3,0.199999999999989,-2.13459838506376,600.480938050615,7435.91151371848
"15",2010-11-30,"Consultant",7271.48,0.0594455055344826,2.60000000000001,0.300000000000011,-2.54055449446553,694.044348168567,7458.21924825963
"16",2010-12-31,"Consultant",7271.82,0.0641240869885878,3.40000000000001,0.799999999999997,-3.33587591301142,816.897814540421,7517.88500224571
"17",2011-01-31,"Consultant",7269.01,0.0254569873238014,3.5,0.0999999999999943,-3.4745430126762,944.858105719248,7525.40288724796
"18",2011-02-28,"Consultant",7274.5,0.101002317273875,4,0.5,-3.89899768272613,1088.45019163299,7563.0299016842
"19",2011-03-31,"Consultant",7272.3,0.0707291431590928,4.3,0.299999999999997,-4.2292708568409,1244.20556099843,7585.71899138925
"20",2011-04-30,"Consultant",7275.51,0.114900456299302,5,0.700000000000003,-4.8850995437007,1424.11375547723,7638.81902432897
"21",2011-05-31,"Consultant",7281.42,0.196225210398563,5.2,0.200000000000003,-5.00377478960144,1608.39251580189,7654.09666237763
"22",2011-06-30,"Consultant",7283.89,0.230213728609257,5.2,0,-4.96978627139075,1791.41954872784,7654.09666237763
"23",2011-07-31,"Consultant",7281.47,0.196913237082993,5.2,0,-5.00308676291701,1975.67297044118,7654.09666237763
"24",2011-08-31,"Consultant",7286.46,0.265578300188797,5.60000000000001,0.400000000000006,-5.33442169981121,2172.1287781512,7684.71304902714
"25",2011-09-30,"Consultant",7285.57,0.253331425205993,6.2,0.599999999999994,-5.94666857479401,2391.13238225064,7730.8213273213
"26",2011-10-31,"Consultant",7308.99,0.575603124191568,6.2,0,-5.62439687580844,2598.26738081248,7730.8213273213
"27",2011-11-30,"Consultant",7277.36,0.140357443623091,6.40000000000001,0.200000000000003,-6.25964255637691,2828.79717459173,7746.28296997595
"28",2011-12-31,"Consultant",7270.06,0.0399055476967694,6.7,0.299999999999997,-6.66009445230323,3074.07479017629,7769.52181888587
"29",2012-01-31,"Consultant",7270.76,0.0495379212787439,6.40000000000001,-0.299999999999997,-6.35046207872126,3307.94928064846,7746.21325342922
"30",2012-02-29,"Consultant",7273.87,0.0923331810500943,6.90000000000001,0.5,-6.80766681894991,3558.6616837539,7784.94431969636
"31",2012-03-31,"Consultant",7274.15,0.0961861304828816,7.10000000000001,0.200000000000003,-7.00381386951713,3816.59778033871,7800.51420833576
"32",2012-04-30,"Consultant",7277.92,0.148063342488678,7.60000000000001,0.5,-7.45193665751133,4091.0373198875,7839.51677937743
"33",2012-05-31,"Consultant",7290.54,0.321721277638033,7.60000000000001,0,-7.27827872236197,4359.08139394165,7839.51677937743
"34",2012-06-30,"Consultant",7281.58,0.198426895788727,7.3,-0.300000000000011,-7.10157310421127,4620.61776258849,7815.9982290393
"35",2012-07-31,"Consultant",7290.03,0.314703405456876,7.40000000000001,0.100000000000009,-7.08529659454313,4881.5547007753,7823.81422726834
"36",2012-08-31,"Consultant",7279.51,0.169942591053456,7.8,0.399999999999991,-7.63005740894654,5162.55406218714,7855.10948417741
"37",2012-09-30,"Consultant",7283.63,0.226635989850234,8.10000000000001,0.300000000000011,-7.87336401014977,5452.51390658108,7878.67481262995
"38",2012-10-31,"Consultant",7285.19,0.248102422404347,8.5,0.399999999999991,-8.25189757759565,5756.41436570756,7910.18951188047
"39",2012-11-30,"Consultant",7284.82,0.243011024939589,8.7,0.200000000000003,-8.45698897506041,6067.86792026044,7926.00989090423
"40",2012-12-31,"Consultant",7279.4,0.168428932347709,9,0.299999999999997,-8.83157106765229,6393.11656483337,7949.78792057694
"41",2013-01-31,"Consultant",7280,0.176685252560837,8.7,-0.299999999999997,-8.52331474743917,6707.01276151653,7925.93855681521
"42",2013-02-28,"Consultant",7277.36,0.140357443623091,9.2,0.5,-9.05964255637691,7040.66081113362,7965.56824959929
"43",2013-03-31,"Consultant",7278.13,0.150953054563272,9.5,0.299999999999997,-9.34904694543673,7384.96703069058,7989.46495434808
"44",2013-04-30,"Consultant",7300.7,0.461528299913583,9.7,0.200000000000003,-9.23847170008642,7725.20099080491,8005.44388425678
"45",2013-05-31,"Consultant",7457.17,2.61463900615922,9.90000000000001,0.200000000000003,-7.28536099384079,7993.50589038844,8021.45477202529
"46",2013-06-30,"Consultant",7392.59,1.7259837405534,9.7,-0.200000000000003,-7.97401625944661,8287.17255063726,8005.41186248124
"47",2013-07-31,"Consultant",7388.23,1.66598781367136,9.7,0,-8.03401218632864,8583.04873779231,8005.41186248124
"48",2013-08-31,"Consultant",7379.2,1.54173019446386,10.1,0.400000000000006,-8.55826980553615,8898.23225755535,8037.43350993117
"49",2013-09-30,"Consultant",7376.92,1.510356177654,10.4,0.299999999999997,-8.88964382234601,9225.61960254819,8061.54581046096
"50",2013-10-31,"Consultant",7391.29,1.70809504675829,10.5,0.0999999999999943,-8.7919049532417,9549.40742550187,8069.60735627142
"51",2013-11-30,"Consultant",7382.83,1.59168093175326,10.5,0,-8.90831906824674,9877.48254148922,8069.60735627142
"52",2013-12-31,"Consultant",7388.59,1.67094160579924,10.9,0.400000000000006,-9.22905839420076,10217.3698288591,8101.88578569651
"53",2014-01-31,"Consultant",7383.8,1.60502864943114,10.4,-0.5,-8.79497135056886,10541.2705809356,8061.37635676802
"54",2014-02-28,"Consultant",7380.64,1.56154536297536,10.8,0.399999999999991,-9.23845463702463,10881.5039126524,8093.6218621951
"55",2014-03-31,"Consultant",7373.93,1.46921218192527,11,0.200000000000003,-9.53078781807473,11232.5032757097,8109.80910591949
"56",2014-04-30,"Consultant",7395.86,1.77098068571491,11.3,0.299999999999997,-9.52901931428508,11583.4375084004,8134.13853323724
"57",2014-05-31,"Consultant",7402.42,1.86124978671173,11.3,0,-9.43875021328827,11931.0473152873,8134.13853323724
"58",2014-06-30,"Consultant",7411.65,1.98825951265694,11.5,0.200000000000003,-9.51174048734306,12281.3452042291,8150.40681030372
"59",2014-07-31,"Consultant",7411.97,1.99266288343728,11.3,-0.200000000000003,-9.30733711656272,12624.1153363558,8134.10599668311
"60",2014-08-31,"Consultant",7400.4,1.83345350866088,11.6,0.300000000000011,-9.76654649133913,12983.7972076937,8158.50831467316
"61",2014-09-30,"Consultant",7404.42,1.88877085408881,11.7,0.0999999999999943,-9.8112291459112,13345.1246495336,8166.66682298783
"62",2014-10-31,"Consultant",7403.49,1.87597355775846,11.8,0.0999999999999943,-9.92402644224153,13710.6061843952,8174.83348981082
"63",2014-11-30,"Consultant",7402.92,1.868130053556,11.6,-0.199999999999989,-9.73186994644401,14069.010989723,8158.4838228312
"64",2014-12-31,"Consultant",7403.68,1.87858805915929,11.6,0,-9.72141194084072,14427.030648159,8158.4838228312
"65",2015-01-31,"Consultant",7396.36,1.77786095255918,10.9,-0.700000000000003,-9.12213904744082,14762.9803153312,8101.37443607138
"66",2015-02-28,"Consultant",7401.91,1.85423191453057,11.2,0.299999999999997,-9.34576808546943,15107.1657812021,8125.6785593796
"67",2015-03-31,"Consultant",7402.12,1.85712162660517,11.3,0.0999999999999943,-9.44287837339483,15454.9276197569,8133.80423793898
"68",2015-04-30,"Consultant",7410.75,1.97587503233726,11.6,0.300000000000011,-9.62412496766275,15809.3643985536,8158.20565065279
